,Fecha,Estacion_de_Servicio,Producto,Vehiculo,Equipo/Placa,Cantidad_Galones,Costo_Total_ACPM,Actividad_Equipo
188,2023-02-03,EDS LA BELENCITA,ACPM,VOLQUETA,JSL 245,46.578,334197.15,MINERIA
189,2023-02-03,EDS LA BELENCITA,ACPM,VOLQUETA,UFZ 553,80.262,575879.85,MINERIA
190,2023-02-04,EDS LA BELENCITA,ACPM,VOLQUETA,JSL 245,53.704,385326.2,MINERIA
191,2023-02-05,EDS LA BELENCITA,ACPM,VOLQUETA,JSL 245,53.11,381064.25,MINERIA
192,2023-02-05,EDS LA BELENCITA,ACPM,VOLQUETA,UYZ 028,56.91,408329.25,MINERIA
193,2023-02-07,EDS LA BELENCITA,ACPM,VOLQUETA,JSL 245,55.296,396748.8,MINERIA
194,2023-02-07,EDS LA BELENCITA,ACPM,VOLQUETA,XVV 775,64.484,462672.69999999995,MINERIA
195,2023-02-09,EDS LA BELENCITA,ACPM,VOLQUETA,JSL 245,58.051,416515.925,MINERIA
196,2023-02-09,EDS LA BELENCITA,ACPM,VOLQUETA,XMD 367,60.053,430880.27499999997,MINERIA
197,2023-02-09,EDS LA BELENCITA,ACPM,VOLQUETA,XVV 775,65.874,472645.94999999995,MINERIA
198,2023-02-09,EDS LA BELENCITA,ACPM,VOLQUETA,UFZ 553,83.435,598646.125,MINERIA
199,2023-02-10,EDS LA BELENCITA,ACPM,D-MAX,75IJAH,13.0,93275.0,MINERIA
200,2023-02-09,EDS LA BELENCITA,CORRIENTE,NISSAN,DMM 139,14.866,132530.38999999998,MINERIA
201,2023-02-10,EDS LA BELENCITA,ACPM,VOLQUETA,JSL 245,43.974,315513.44999999995,MINERIA
202,2023-02-10,EDS LA BELENCITA,ACPM,VOLQUETA,XVV 775,65.428,469445.89999999997,MINERIA
203,2023-02-10,EDS LA BELENCITA,ACPM,VOLQUETA,XMD 367,70.005,502285.87499999994,MINERIA
204,2023-02-10,EDS LA BELENCITA,ACPM,VOLQUETA,UFZ 553,106.002,760564.35,MINERIA
205,2023-02-14,EDS LA BELENCITA,CORRIENTE,NISSAN,DMM 139,11.148,99384.42,MINERIA
206,2023-02-02,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,114.215,819149.98,RENTA
207,2023-02-06,EDS EL REFUGIO,ACPM,VOLQUETA,XMD 367,70.001,502047.172,MINERIA
208,2023-02-04,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,120.0,860640.0,RENTA
209,2023-02-05,EDS EL REFUGIO,CORRIENTE,NISSAN,DMM 139,13.261,118182.03199999999,MINERIA
210,2023-02-02,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
211,2023-02-02,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,73.902,530025.144,MINERIA
212,2023-02-02,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,176.0,1262272.0,MINERIA
213,2023-02-02,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
214,2023-02-02,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,250.0,1793000.0,MINERIA
215,2023-02-03,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,354.096,2539576.512,MINERIA
216,2023-02-03,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,396.0,2840112.0,MINERIA
217,2023-02-03,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,250.0,1793000.0,MINERIA
218,2023-02-03,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
219,2023-02-08,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,120.002,860654.3439999999,RENTA
220,2023-02-09,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
221,2023-02-09,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
222,2023-02-09,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,386.142,2769410.424,MINERIA
223,2023-02-09,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,114.0,817608.0,MINERIA
224,2023-02-10,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
225,2023-02-10,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
226,2023-02-10,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
227,2023-02-10,EDS EL REFUGIO,ACPM,VOLQUETA,XMD 331,80.453,577008.916,MINERIA
228,2023-02-11,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,325.4,2333768.8,MINERIA
229,2023-02-11,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,174.588,1252145.136,MINERIA
230,2023-02-11,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
231,2023-02-11,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
232,2023-02-11,EDS EL REFUGIO,ACPM,VOLQUETA,XMD 367,32.382,232243.704,MINERIA
233,2023-02-11,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 03,120.0,860640.0,RENTA
234,2023-02-13,EDS EL REFUGIO,ACPM,VOLQUETA,JSL 245,41.431,297143.132,MINERIA
235,2023-02-13,EDS EL REFUGIO,ACPM,VOLQUETA,UFZ 553,38.997,279686.484,MINERIA
236,2023-02-13,EDS EL REFUGIO,CORRIENTE,D-MAX,75IJAH,6.507,57990.384,MINERIA
237,2023-02-14,EDS EL REFUGIO,ACPM,VOLQUETA,UFZ 553,100.33,719566.76,MINERIA
238,2023-02-16,EDS EL REFUGIO,ACPM,VOLQUETA,JSL 245,45.674,327573.928,MINERIA
239,2023-02-16,EDS EL REFUGIO,ACPM,VOLQUETA,XMD 331,75.4,540768.8,MINERIA
240,2023-02-16,EDS EL REFUGIO,ACPM,VOLQUETA,XVV 775,63.282,453858.50399999996,MINERIA
241,2023-02-15,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,120.0,860640.0,RENTA
242,2023-02-15,EDS EL REFUGIO,ACPM,D-MAX,75IJAH,10.157,72846.004,MINERIA
243,2023-02-16,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
244,2023-02-16,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
245,2023-02-16,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
246,2023-02-21,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,180.0,1290960.0,RENTA
247,2023-02-21,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
248,2023-02-21,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
249,2023-02-21,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
250,2023-03-01,EDS TORRASA,ACPM,NISSAN,DMM 139,3.032,21524.168,MINERIA
251,2023-03-01,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,2.83,26004.87,MINERIA
252,2023-03-02,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,68.729,487907.171,MINERIA
253,2023-03-02,EDS TORRASA,ACPM,VOLQUETA,XMD 331,73.485,521670.015,MINERIA
254,2023-03-02,EDS TORRASA,ACPM,VOLQUETA,XVV 775,63.001,447244.099,MINERIA
255,2023-03-03,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,14.864,136585.296,MINERIA
256,2023-03-03,EDS TORRASA,ACPM,VOLQUETA,JSL 245,54.016,383459.584,MINERIA
257,2023-03-03,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,60.028,426138.772,MINERIA
258,2023-03-03,EDS TORRASA,ACPM,VOLQUETA,UFZ 553,109.72,778902.28,MINERIA
259,2023-03-04,EDS TORRASA,ACPM,VOLQUETA,JSL 245,180.189,1279161.711,MINERIA
260,2023-03-04,EDS TORRASA,ACPM,VOLQUETA,XVV 775,74.592,529528.608,MINERIA
261,2023-03-05,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,63.38,449934.62,MINERIA
262,2023-03-05,EDS TORRASA,ACPM,VOLQUETA,XVV 775,23.006,163319.594,MINERIA
263,2023-03-06,EDS TORRASA,ACPM,VOLQUETA,XMD 331,74.063,525773.237,MINERIA
264,2023-03-05,EDS TORRASA,ACPM,VOLQUETA,JSL 245,59.031,419061.069,MINERIA
265,2023-03-06,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,54.358,385887.442,MINERIA
266,2023-03-06,EDS TORRASA,ACPM,VOLQUETA,XVV 775,52.003,369169.297,MINERIA
267,2023-03-07,EDS TORRASA,ACPM,VOLQUETA,JSL 245,54.613,387697.687,MINERIA
268,2023-03-07,EDS TORRASA,ACPM,VOLQUETA,XVV 775,40.0,283960.0,MINERIA
269,2023-03-08,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,5.744,52781.615999999995,MINERIA
270,2023-03-08,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,55.464,393738.936,MINERIA
271,2023-03-08,EDS TORRASA,ACPM,VOLQUETA,JSL 245,33.1,234976.90000000002,MINERIA
272,2023-03-09,EDS TORRASA,ACPM,VOLQUETA,UFZ 553,98.004,695730.3960000001,MINERIA
273,2023-03-10,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,14.418,132487.002,MINERIA
274,2023-03-29,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,4.433,49999.807,MINERIA
275,2023-03-29,EDS TORRASA,ACPM,VOLQUETA,XMD 331,61.288,582787.592,MINERIA
276,2023-03-30,EDS TORRASA,ACPM,VOLQUETA,XMD 367,72.001,684657.5090000001,MINERIA
277,2023-03-30,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,67.502,641876.5179999999,MINERIA
278,2023-03-30,EDS TORRASA,ACPM,VOLQUETA,XMD 331,68.009,646697.581,MINERIA
279,2023-03-30,EDS TORRASA,ACPM,VOLQUETA,UFZ 553,100.848,958963.632,MINERIA
280,2023-03-30,EDS TORRASA,ACPM,VOLQUETA,JSL 245,66.002,627613.0179999999,MINERIA
281,2023-03-30,EDS TORRASA,ACPM,VOLQUETA,XVV 775,78.747,748805.223,MINERIA
282,2023-03-31,EDS TORRASA,ACPM,VOLQUETA,XMD 367,63.001,599076.509,MINERIA
283,2023-03-31,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,55.185,524754.165,MINERIA
284,2023-03-31,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,5.899,66534.821,MINERIA
285,2023-03-01,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 05,180.0,1704060.0,RENTA
286,2023-03-01,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,180.0,1704060.0,RENTA
287,2023-03-01,EDS EL REFUGIO,ACPM,D-MAX,75IJAH,10.967,103824.589,MINERIA
288,2023-03-04,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
289,2023-03-04,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
290,2023-03-04,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
291,2023-03-06,EDS EL REFUGIO,ACPM,D-MAX,75IJAH,11.559,82901.148,MINERIA
292,2023-03-06,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,180.0,1290960.0,RENTA
293,2023-03-06,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 05,180.0,1290960.0,RENTA
294,2023-03-06,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
295,2023-03-06,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
296,2023-03-06,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
297,2023-03-08,EDS EL REFUGIO,CORRIENTE,NISSAN,DMM 139,16.246,151282.75199999998,MINERIA
298,2023-03-10,EDS EL REFUGIO,ACPM,D-MAX,75IJAH,13.807,99023.804,MINERIA
299,2023-03-11,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 04,180.0,1290960.0,RENTA
300,2023-03-11,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,180.0,1290960.0,RENTA
301,2023-03-13,EDS EL REFUGIO,ACPM,VOLQUETA,XMD 331,88.01,631207.7200000001,MINERIA
302,2023-03-13,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
303,2023-03-13,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
304,2023-03-13,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
305,2023-03-14,EDS EL REFUGIO,ACPM,VOLQUETA,UFZ 553,107.008,767461.3759999999,MINERIA
306,2023-03-14,EDS EL REFUGIO,ACPM,VOLQUETA,UYZ 028,71.905,515702.66000000003,MINERIA
307,2023-03-14,EDS EL REFUGIO,ACPM,VOLQUETA,JSL 245,60.334,432715.44800000003,MINERIA
308,2023-03-14,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
309,2023-03-14,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
310,2023-03-14,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
311,2023-03-14,EDS EL REFUGIO,ACPM,VOLQUETA,XVV 775,84.64,607038.08,MINERIA
312,2023-03-16,EDS EL REFUGIO,ACPM,VOLQUETA,JSL 245,53.865,386319.78,MINERIA
313,2023-03-16,EDS EL REFUGIO,ACPM,VOLQUETA,XVV 775,73.994,530684.968,MINERIA
314,2023-03-17,EDS EL REFUGIO,ACPM,VOLQUETA,UYZ 028,71.623,513680.156,MINERIA
315,2023-03-16,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
316,2023-03-16,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
317,2023-03-16,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
318,2023-03-17,EDS EL REFUGIO,CORRIENTE,NISSAN,DMM 139,13.06,121614.72,MINERIA
319,2023-03-17,EDS EL REFUGIO,ACPM,VOLQUETA,UFZ 553,96.768,694020.096,MINERIA
320,2023-03-18,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
321,2023-03-18,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
322,2023-03-18,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,220.0,1577840.0,MINERIA
323,2023-03-18,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,279.999,2008152.8280000002,MINERIA
324,2023-03-21,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 04,180.0,1290960.0,RENTA
325,2023-03-21,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,180.0,1290960.0,RENTA
326,2023-03-21,EDS EL REFUGIO,ACPM,D-MAX,75IJAH,8.615,61786.78,MINERIA
327,2023-03-21,EDS EL REFUGIO,CORRIENTE,NISSAN,DMM 139,12.109,112759.008,MINERIA
328,2023-03-22,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
329,2023-03-22,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
330,2023-03-22,EDS EL REFUGIO,ACPM,MAQUINARIA,MAQUINARIA,500.0,3586000.0,MINERIA
331,2023-03-25,EDS EL REFUGIO,CORRIENTE,NISSAN,DMM 139,14.94,167970.41999999998,MINERIA
332,2023-03-28,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 04,180.0,1695240.0,RENTA
333,2023-03-28,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 07,120.0,1130160.0,RENTA
334,2023-03-30,EDS EL REFUGIO,CORRIENTE,NISSAN,DMM 139,14.547,163551.921,MINERIA
335,2023-03-30,EDS EL REFUGIO,ACPM,D-MAX,75IJAH,10.012,94293.016,MINERIA
336,2023-03-30,EDS EL REFUGIO,ACPM,MAQUINARIA,EQUIPO 04,180.0,1695240.0,RENTA
337,2023-04-01,EDS TORRASA,ACPM,VOLQUETA,JSL 245,61.053,580552.977,MINERIA
338,2023-04-03,EDS TORRASA,ACPM,VOLQUETA,XMD 367,72.003,512589.357,MINERIA
339,2023-04-04,EDS TORRASA,ACPM,VOLQUETA,JSL 245,52.602,374473.638,MINERIA
340,2023-04-05,EDS TORRASA,ACPM,VOLQUETA,XMD 367,78.001,555289.1190000001,MINERIA
341,2023-04-05,EDS TORRASA,ACPM,VOLQUETA,JSL 245,62.46,444652.74,MINERIA
342,2023-04-08,EDS TORRASA,ACPM,VOLQUETA,XMD 331,70.242,500052.798,MINERIA
343,2023-04-08,EDS TORRASA,ACPM,VOLQUETA,XVV 775,83.927,597476.3130000001,MINERIA
344,2023-04-10,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,55.61,395887.58999999997,MINERIA
345,2023-04-10,EDS TORRASA,ACPM,VOLQUETA,JSL 245,57.925,412368.07499999995,MINERIA
346,2023-04-10,EDS TORRASA,ACPM,VOLQUETA,XMD 367,66.002,469868.23799999995,MINERIA
347,2023-04-10,EDS TORRASA,ACPM,VOLQUETA,XMD 331,74.458,530066.502,MINERIA
348,2023-04-10,EDS TORRASA,ACPM,VOLQUETA,XVV 775,70.427,501369.813,MINERIA
349,2023-04-12,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,68.74,489360.05999999994,MINERIA
350,2023-04-11,EDS TORRASA,ACPM,VOLQUETA,JSL 245,53.43,380368.17,MINERIA
351,2023-04-11,EDS TORRASA,ACPM,VOLQUETA,XMD 367,64.002,455630.23799999995,MINERIA
352,2023-04-11,EDS TORRASA,ACPM,VOLQUETA,XMD 331,74.452,530023.788,MINERIA
353,2023-04-12,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,5.209,50001.191,MINERIA
354,2023-04-13,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,61.565,586652.885,MINERIA
355,2023-04-13,EDS TORRASA,ACPM,VOLQUETA,JSL 245,54.586,388597.734,MINERIA
356,2023-04-13,EDS TORRASA,ACPM,VOLQUETA,XMD 367,63.003,600355.587,MINERIA
357,2023-04-13,EDS TORRASA,ACPM,VOLQUETA,XMD 331,70.423,671060.767,MINERIA
358,2023-04-13,EDS TORRASA,ACPM,VOLQUETA,XVV 775,78.313,557510.247,MINERIA
359,2023-04-15,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,60.09,572597.61,MINERIA
360,2023-04-16,EDS TORRASA,ACPM,VOLQUETA,JSL 245,56.128,534843.712,MINERIA
361,2023-04-17,EDS TORRASA,ACPM,VOLQUETA,JSL 245,50.689,483015.481,MINERIA
362,2023-04-14,EDS TORRASA,ACPM,VOLQUETA,JSL 245,52.047,495955.86299999995,MINERIA
363,2023-04-14,EDS TORRASA,ACPM,VOLQUETA,XMD 367,62.003,590826.587,MINERIA
364,2023-04-14,EDS TORRASA,ACPM,VOLQUETA,XMD 331,73.549,700848.4210000001,MINERIA
365,2023-04-14,EDS TORRASA,ACPM,VOLQUETA,XVV 775,74.073,705841.617,MINERIA
366,2023-04-16,EDS TORRASA,ACPM,VOLQUETA,XMD 367,68.001,647981.5290000001,MINERIA
367,2023-04-16,EDS TORRASA,ACPM,VOLQUETA,XVV 775,46.017,438495.993,MINERIA
368,2023-04-16,EDS TORRASA,ACPM,VOLQUETA,XMD 331,75.559,720001.711,MINERIA
369,2023-04-18,EDS TORRASA,ACPM,VOLQUETA,XMD 331,73.461,700009.869,MINERIA
370,2023-04-18,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,77.32,736782.2799999999,MINERIA
371,2023-04-18,EDS TORRASA,ACPM,VOLQUETA,XMD 367,56.003,533652.587,MINERIA
372,2023-04-18,EDS TORRASA,ACPM,VOLQUETA,XVV 775,65.311,622348.5190000001,MINERIA
373,2023-04-21,EDS TORRASA,ACPM,VOLQUETA,XMD 331,78.115,744357.835,MINERIA
374,2023-04-21,EDS TORRASA,ACPM,VOLQUETA,XVV 775,72.53,691138.37,MINERIA
375,2023-04-21,EDS TORRASA,ACPM,VOLQUETA,XMD 367,68.003,648000.587,MINERIA
376,2023-04-23,EDS TORRASA,ACPM,VOLQUETA,UYZ 028,81.924,780653.7960000001,MINERIA
377,2023-04-23,EDS TORRASA,ACPM,VOLQUETA,XVV 775,43.236,411995.844,MINERIA
378,2023-04-25,EDS TORRASA,CORRIENTE,NISSAN,DMM 139,15.053,175803.98700000002,MINERIA
379,2023-04-25,EDS TORRASA,ACPM,VOLQUETA,UFZ 553,115.015,1095977.935,MINERIA
